pred
0,12.17
1,12.469999999999999
2,18.61
3,38.980000000000004
4,129.57
5,225.09000000000003
6,352.90999999999997
7,579.0799999999999
8,588.91
9,625.74
10,545.28
11,538.98
12,504.54999999999995
13,380.52
14,369.07
15,305.71
16,256.74
17,163.33
18,130.31
19,48.34
20,22.98
21,15.23
22,9.940000000000001
23,7.319999999999999
24,5.19
25,16.349999999999998
26,55.78
27,97.35000000000001
28,400.31
29,141.63
30,83.46000000000001
31,131.98
32,184.73000000000002
33,130.09
34,124.5
35,186.19
36,308.93
37,588.56
38,564.6800000000001
39,397.43
40,270.04
41,210.32
42,127.44999999999999
43,66.86
44,22.16
45,15.01
46,7.369999999999999
47,3.7
48,4.12
49,11.57
50,64.14
51,142.49
52,534.34
53,287.12
54,150.1
55,161.56
56,188.54000000000002
57,191.09
58,195.92
59,224.99
60,324.90000000000003
61,659.04
62,645.44
63,413.73
64,329.08000000000004
65,223.04000000000002
66,153.87
67,82.4
68,40.88
69,17.869999999999997
70,11.870000000000001
71,4.39
72,3.6500000000000004
73,14.2
74,121.78
75,337.45000000000005
76,614.1700000000001
77,273.71000000000004
78,161.33
79,170.64
80,211.74
81,199.77999999999997
82,206.1
83,240.45999999999998
84,292.36
85,572.11
86,559.3000000000001
87,317.23
88,227.44
89,172.49
90,145.24
91,83.91
92,41.45
93,21.29
94,12.559999999999999
95,3.7399999999999998
96,3.87
97,24.830000000000002
98,113.78999999999999
99,314.39000000000004
100,508.54
101,221.84
102,158.79
103,181.62
104,256.73
105,250.9
106,179.5
107,179.89999999999998
108,290.33
109,628.92
110,509.96000000000004
111,426.12
112,351.42999999999995
113,165.3
114,173.57
115,101.84
116,53.56999999999999
117,39.25
118,13.0
119,5.46
120,5.35
121,24.09
122,106.34
123,286.51
124,505.62
125,232.83
126,176.17000000000002
127,196.45
128,287.66
129,271.8
130,264.67
131,261.63
132,418.31
133,567.25
134,556.59
135,399.57
136,304.34
137,238.54000000000002
138,189.82999999999998
139,143.68
140,129.48
141,87.64999999999999
142,58.769999999999996
143,29.549999999999997
144,9.93
145,5.37
146,19.95
147,59.86
148,130.32999999999998
149,215.03000000000003
150,268.23
151,404.05
152,402.15
153,429.96
154,424.24
155,412.36
156,438.08000000000004
157,426.4
158,407.55
159,295.18
160,274.06
161,213.81
162,193.19
163,145.53
164,107.75
165,87.68
166,68.26
167,39.82
168,7.970000000000001
169,7.51
170,20.16
171,38.35
172,97.21
173,201.18
174,299.31
175,388.69
176,392.46000000000004
177,432.39
178,435.2
179,451.61
180,432.15999999999997
181,392.75
182,373.82000000000005
183,301.67
184,248.93
185,170.6
186,109.78999999999999
187,55.72
188,110.94
189,79.06
190,33.92
191,28.5
192,13.23
193,18.35
194,64.56
195,100.35000000000001
196,119.44
197,223.14
198,335.1
199,317.49
200,320.17
201,316.62
202,313.55
203,317.51
204,313.43
205,458.12
206,413.87
207,334.35
208,252.26
209,194.04
210,132.16
211,83.67
212,31.650000000000002
213,16.86
214,9.95
215,4.61
216,4.71
217,23.8
218,109.64
219,302.64
220,467.62
221,199.88
222,131.32999999999998
223,141.82999999999998
224,188.07
225,178.32
226,171.18
227,168.85
228,264.92
229,530.9100000000001
230,515.38
231,393.55
232,189.88
233,123.15
234,134.82999999999998
235,51.69
236,30.72
237,12.66
238,8.88
239,3.6399999999999997
240,3.61
241,23.509999999999998
242,119.8
243,216.31
244,555.8199999999999
245,232.75
246,135.85
247,158.17
